ScenarioIndex,ActionIndex,ActionID,FailureType,CommittedFunctionalRegisters,CommittedProhibitedRegisters,RecoveryPath,TerminalState,AuthorityReason
336,42,ACT-042,MMIO_RESET,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
337,43,ACT-043,BEFORE_OPERATION,35,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
338,43,ACT-043,NACK,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
339,43,ACT-043,TIMEOUT,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
340,43,ACT-043,READBACK_MISMATCH,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
341,43,ACT-043,HOST_ABORT,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
342,43,ACT-043,RESET,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
343,43,ACT-043,SCANNER_CONFLICT,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
344,43,ACT-043,MMIO_RESET,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
345,44,ACT-044,BEFORE_OPERATION,36,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
346,44,ACT-044,NACK,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
347,44,ACT-044,TIMEOUT,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
348,44,ACT-044,READBACK_MISMATCH,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
349,44,ACT-044,HOST_ABORT,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
350,44,ACT-044,RESET,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
351,44,ACT-044,SCANNER_CONFLICT,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
352,44,ACT-044,MMIO_RESET,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
353,45,ACT-045,BEFORE_OPERATION,37,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
354,45,ACT-045,NACK,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
355,45,ACT-045,TIMEOUT,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
356,45,ACT-045,READBACK_MISMATCH,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
357,45,ACT-045,HOST_ABORT,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
358,45,ACT-045,RESET,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
359,45,ACT-045,SCANNER_CONFLICT,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
360,45,ACT-045,MMIO_RESET,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
361,46,ACT-046,BEFORE_OPERATION,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
362,46,ACT-046,NACK,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
363,46,ACT-046,TIMEOUT,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
364,46,ACT-046,READBACK_MISMATCH,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
365,46,ACT-046,HOST_ABORT,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
366,46,ACT-046,RESET,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
367,46,ACT-046,SCANNER_CONFLICT,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
368,46,ACT-046,MMIO_RESET,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
369,47,ACT-047,BEFORE_OPERATION,38,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
370,47,ACT-047,NACK,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
371,47,ACT-047,TIMEOUT,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
372,47,ACT-047,READBACK_MISMATCH,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
373,47,ACT-047,HOST_ABORT,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
374,47,ACT-047,RESET,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
375,47,ACT-047,SCANNER_CONFLICT,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
376,47,ACT-047,MMIO_RESET,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
377,48,ACT-048,BEFORE_OPERATION,39,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
378,48,ACT-048,NACK,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
379,48,ACT-048,TIMEOUT,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
380,48,ACT-048,READBACK_MISMATCH,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
381,48,ACT-048,HOST_ABORT,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
382,48,ACT-048,RESET,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
383,48,ACT-048,SCANNER_CONFLICT,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
384,48,ACT-048,MMIO_RESET,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
385,49,ACT-049,BEFORE_OPERATION,40,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
386,49,ACT-049,NACK,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
387,49,ACT-049,TIMEOUT,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
388,49,ACT-049,READBACK_MISMATCH,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
389,49,ACT-049,HOST_ABORT,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
390,49,ACT-049,RESET,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
391,49,ACT-049,SCANNER_CONFLICT,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
392,49,ACT-049,MMIO_RESET,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
393,50,ACT-050,BEFORE_OPERATION,41,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
394,50,ACT-050,NACK,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
395,50,ACT-050,TIMEOUT,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
396,50,ACT-050,READBACK_MISMATCH,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
397,50,ACT-050,HOST_ABORT,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
398,50,ACT-050,RESET,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
399,50,ACT-050,SCANNER_CONFLICT,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
400,50,ACT-050,MMIO_RESET,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
401,51,ACT-051,BEFORE_OPERATION,42,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
402,51,ACT-051,NACK,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
403,51,ACT-051,TIMEOUT,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
404,51,ACT-051,READBACK_MISMATCH,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
405,51,ACT-051,HOST_ABORT,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
406,51,ACT-051,RESET,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
407,51,ACT-051,SCANNER_CONFLICT,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
408,51,ACT-051,MMIO_RESET,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
409,52,ACT-052,BEFORE_OPERATION,43,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
410,52,ACT-052,NACK,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
411,52,ACT-052,TIMEOUT,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
412,52,ACT-052,READBACK_MISMATCH,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
413,52,ACT-052,HOST_ABORT,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
414,52,ACT-052,RESET,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
415,52,ACT-052,SCANNER_CONFLICT,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
416,52,ACT-052,MMIO_RESET,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
417,53,ACT-053,BEFORE_OPERATION,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
418,53,ACT-053,NACK,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
419,53,ACT-053,TIMEOUT,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
420,53,ACT-053,READBACK_MISMATCH,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
421,53,ACT-053,HOST_ABORT,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
422,53,ACT-053,RESET,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
423,53,ACT-053,SCANNER_CONFLICT,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
424,53,ACT-053,MMIO_RESET,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
425,54,ACT-054,BEFORE_OPERATION,44,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
426,54,ACT-054,NACK,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
427,54,ACT-054,TIMEOUT,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
428,54,ACT-054,READBACK_MISMATCH,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
429,54,ACT-054,HOST_ABORT,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
430,54,ACT-054,RESET,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
431,54,ACT-054,SCANNER_CONFLICT,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
432,54,ACT-054,MMIO_RESET,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
433,55,ACT-055,BEFORE_OPERATION,45,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
434,55,ACT-055,NACK,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
435,55,ACT-055,TIMEOUT,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
436,55,ACT-055,READBACK_MISMATCH,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
437,55,ACT-055,HOST_ABORT,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
438,55,ACT-055,RESET,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
439,55,ACT-055,SCANNER_CONFLICT,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
440,55,ACT-055,MMIO_RESET,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
441,56,ACT-056,BEFORE_OPERATION,46,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
442,56,ACT-056,NACK,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
443,56,ACT-056,TIMEOUT,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
444,56,ACT-056,READBACK_MISMATCH,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
445,56,ACT-056,HOST_ABORT,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
446,56,ACT-056,RESET,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
447,56,ACT-056,SCANNER_CONFLICT,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
448,56,ACT-056,MMIO_RESET,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
449,57,ACT-057,BEFORE_OPERATION,47,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
450,57,ACT-057,NACK,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
451,57,ACT-057,TIMEOUT,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
452,57,ACT-057,READBACK_MISMATCH,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
453,57,ACT-057,HOST_ABORT,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
454,57,ACT-057,RESET,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
455,57,ACT-057,SCANNER_CONFLICT,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
456,57,ACT-057,MMIO_RESET,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
457,58,ACT-058,BEFORE_OPERATION,48,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
458,58,ACT-058,NACK,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
459,58,ACT-058,TIMEOUT,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
460,58,ACT-058,READBACK_MISMATCH,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
461,58,ACT-058,HOST_ABORT,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
462,58,ACT-058,RESET,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
463,58,ACT-058,SCANNER_CONFLICT,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
464,58,ACT-058,MMIO_RESET,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
465,59,ACT-059,BEFORE_OPERATION,49,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
466,59,ACT-059,NACK,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
467,59,ACT-059,TIMEOUT,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
468,59,ACT-059,READBACK_MISMATCH,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
469,59,ACT-059,HOST_ABORT,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
470,59,ACT-059,RESET,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
471,59,ACT-059,SCANNER_CONFLICT,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
472,59,ACT-059,MMIO_RESET,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
473,60,ACT-060,BEFORE_OPERATION,50,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
474,60,ACT-060,NACK,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
475,60,ACT-060,TIMEOUT,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
476,60,ACT-060,READBACK_MISMATCH,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
477,60,ACT-060,HOST_ABORT,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
478,60,ACT-060,RESET,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
479,60,ACT-060,SCANNER_CONFLICT,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
480,60,ACT-060,MMIO_RESET,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
481,61,ACT-061,BEFORE_OPERATION,51,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
482,61,ACT-061,NACK,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
483,61,ACT-061,TIMEOUT,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
484,61,ACT-061,READBACK_MISMATCH,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
485,61,ACT-061,HOST_ABORT,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
486,61,ACT-061,RESET,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
487,61,ACT-061,SCANNER_CONFLICT,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
488,61,ACT-061,MMIO_RESET,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
489,62,ACT-062,BEFORE_OPERATION,52,24,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
490,62,ACT-062,NACK,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
491,62,ACT-062,TIMEOUT,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
492,62,ACT-062,READBACK_MISMATCH,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
493,62,ACT-062,HOST_ABORT,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
494,62,ACT-062,RESET,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
495,62,ACT-062,SCANNER_CONFLICT,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
496,62,ACT-062,MMIO_RESET,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
497,63,ACT-063,BEFORE_OPERATION,53,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
498,63,ACT-063,NACK,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
499,63,ACT-063,TIMEOUT,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
500,63,ACT-063,READBACK_MISMATCH,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
501,63,ACT-063,HOST_ABORT,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
502,63,ACT-063,RESET,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
503,63,ACT-063,SCANNER_CONFLICT,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
504,63,ACT-063,MMIO_RESET,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
505,64,ACT-064,BEFORE_OPERATION,54,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
