RowID,ProductPhysicalSource,DiagnosticPhysicalSource,DestinationEndpoint,Rule,Severity,SourceClock,DestinationClock,Exception,SemanticFamilyOrSupportSet,GoverningToken,Protocol,EarliestUseBarrier,ReplacementGroup,ProofClass,RowDisposition,EvidencePath
CDC-ALL-00404,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[29]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00404.json
CDC-ALL-00405,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[2]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00405.json
CDC-ALL-00406,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[30]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00406.json
CDC-ALL-00407,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[31]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00407.json
CDC-ALL-00408,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[3]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00408.json
CDC-ALL-00409,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[4]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00409.json
CDC-ALL-00410,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[5]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00410.json
CDC-ALL-00411,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[6]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00411.json
CDC-ALL-00412,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[7]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00412.json
CDC-ALL-00413,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[8]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00413.json
CDC-ALL-00414,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_lifetime_dropped_reg[9]/CE,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00414.json
CDC-ALL-00415,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_overflow_deferred_reg/R,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00415.json
CDC-ALL-00416,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_overflow_event_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00416.json
CDC-ALL-00417,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_ownership_clear_pending_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00417.json
CDC1-CHG-0300,G2B_ONECH_C2H/release_epoch_axi_reg[0][9]/C,G2B_ONECH_C2H/axis_slot_reg[1]/C,G2B_ONECH_C2H/source_ownership_fatal_deferred_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,"[{""Field"":""EPOCH"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""SLOT"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""0"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""1"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""2"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""3"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""0"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""1"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""2"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""3"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""}]","[""own_req_toggle_axi_to_own_req_sync2_source"",""release_toggle_axi[0]_to_release_sync2_source[0]"",""release_toggle_axi[1]_to_release_sync2_source[1]"",""release_toggle_axi[2]_to_release_sync2_source[2]"",""release_toggle_axi[3]_to_release_sync2_source[3]""]","[""own_ack_toggle_source_to_own_ack_sync2_axi"",""per-slot release-toggle stable-data transfer; mismatch fails closed through fatal event and admission disable""]","[""GROUPS_14_TO_17_EARLIEST_USE_13.468NS_AND_6NS_SETTLING_CAP"",""GROUP_9_EARLIEST_USE_13.468NS_AND_6NS_SETTLING_CAP""]","[""GROUP_14_MISMATCH_CONTAINMENT"",""GROUP_15_MISMATCH_CONTAINMENT"",""GROUP_16_MISMATCH_CONTAINMENT"",""GROUP_17_MISMATCH_CONTAINMENT"",""GROUP_9_CHECKS_1_TO_3_OWNERSHIP_MAILBOX""]",DESTINATION_CONE_SUPPORT_SET_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0300.json
CDC-ALL-00419,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/source_ownership_fatal_deferred_reg/R,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00419.json
CDC1-CHG-0301,G2B_ONECH_C2H/release_epoch_axi_reg[0][9]/C,G2B_ONECH_C2H/axis_slot_reg[1]/C,G2B_ONECH_C2H/source_ownership_fatal_event_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,"[{""Field"":""EPOCH"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""SLOT"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""0"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""1"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""2"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""3"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""0"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""1"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""2"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""3"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""HARD"",""LeafFamily"":""TRANSPORT_RESET_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""TRANSPORT_RESET_REQUEST""}]","[""own_req_toggle_axi_to_own_req_sync2_source"",""release_toggle_axi[0]_to_release_sync2_source[0]"",""release_toggle_axi[1]_to_release_sync2_source[1]"",""release_toggle_axi[2]_to_release_sync2_source[2]"",""release_toggle_axi[3]_to_release_sync2_source[3]"",""transport_req_toggle_axi_to_transport_req_sync2_source""]","[""own_ack_toggle_source_to_own_ack_sync2_axi"",""per-slot release-toggle stable-data transfer; mismatch fails closed through fatal event and admission disable"",""transport acknowledgement withheld until captured release and ownership phases retire""]","[""GROUPS_14_TO_17_EARLIEST_USE_13.468NS_AND_6NS_SETTLING_CAP"",""GROUP_9_EARLIEST_USE_13.468NS_AND_6NS_SETTLING_CAP"",""TRANSPORT_REQ_SYNC2_SOURCE_SEMANTIC_USE_PLUS_PHASE_RETIREMENT_BARRIER""]","[""ACTIVE_GROUP_8_TRANSPORT_AXI_TO_SOURCE"",""GROUP_14_MISMATCH_CONTAINMENT"",""GROUP_15_MISMATCH_CONTAINMENT"",""GROUP_16_MISMATCH_CONTAINMENT"",""GROUP_17_MISMATCH_CONTAINMENT"",""GROUP_9_CHECKS_1_TO_3_OWNERSHIP_MAILBOX""]",DESTINATION_CONE_SUPPORT_SET_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0301.json
CDC1-CHG-0302,G2B_ONECH_C2H/release_epoch_axi_reg[0][9]/C,G2B_ONECH_C2H/axis_slot_reg[1]/C,G2B_ONECH_C2H/source_ownership_fatal_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,"[{""Field"":""EPOCH"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""SLOT"",""LeafFamily"":""OWNERSHIP_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""OWNERSHIP_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""0"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""1"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""2"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""EPOCH"",""LeafFamily"":""RELEASE_EPOCH_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""3"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""0"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""1"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""2"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""GENERATION"",""LeafFamily"":""RELEASE_GENERATION_FIELD"",""ParentFamily"":""RELEASE_TOKEN_STABLE_PAYLOAD"",""Slot"":""3"",""SourceClock"":""userclk1"",""UseRole"":""ORDINARY_RELEASE_MISMATCH""},{""Field"":""HARD"",""LeafFamily"":""TRANSPORT_RESET_STABLE_PAYLOAD"",""ParentFamily"":null,""Slot"":null,""SourceClock"":""userclk1"",""UseRole"":""TRANSPORT_RESET_REQUEST""}]","[""own_req_toggle_axi_to_own_req_sync2_source"",""release_toggle_axi[0]_to_release_sync2_source[0]"",""release_toggle_axi[1]_to_release_sync2_source[1]"",""release_toggle_axi[2]_to_release_sync2_source[2]"",""release_toggle_axi[3]_to_release_sync2_source[3]"",""transport_req_toggle_axi_to_transport_req_sync2_source""]","[""own_ack_toggle_source_to_own_ack_sync2_axi"",""per-slot release-toggle stable-data transfer; mismatch fails closed through fatal event and admission disable"",""transport acknowledgement withheld until captured release and ownership phases retire""]","[""GROUPS_14_TO_17_EARLIEST_USE_13.468NS_AND_6NS_SETTLING_CAP"",""GROUP_9_EARLIEST_USE_13.468NS_AND_6NS_SETTLING_CAP"",""TRANSPORT_REQ_SYNC2_SOURCE_SEMANTIC_USE_PLUS_PHASE_RETIREMENT_BARRIER""]","[""ACTIVE_GROUP_8_TRANSPORT_AXI_TO_SOURCE"",""GROUP_14_MISMATCH_CONTAINMENT"",""GROUP_15_MISMATCH_CONTAINMENT"",""GROUP_16_MISMATCH_CONTAINMENT"",""GROUP_17_MISMATCH_CONTAINMENT"",""GROUP_9_CHECKS_1_TO_3_OWNERSHIP_MAILBOX""]",DESTINATION_CONE_SUPPORT_SET_EQUIVALENCE,PASS,cdc/destination-cone-row-evidence/CDC1-CHG-0302.json
CDC-ALL-00422,G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C,G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C,G2B_ONECH_C2H/transport_ack_toggle_source_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00422.json
CDC-ALL-00423,G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C,G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C,G2B_ONECH_C2H/transport_retire_pending_source_reg/D,CDC-1,Critical,userclk1,nvp_vclk1,Max Delay Datapath Only,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-1_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00423.json
CDC-ALL-00424,nvp_ready_sync_reg[1]/C,nvp_ready_sync_reg[1]/C,G2B_ONECH_C2H/source_ready_sync1_axi_reg/D,CDC-10,Critical,nvp_vclk1,userclk1,False Path,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-10_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00424.json
CDC-ALL-00425,G2B_ONECH_C2H/error_status_axi_reg[5]/C,G2B_ONECH_C2H/error_status_axi_reg[5]/C,G2B_ONECH_C2H/fatal_sync1_source_reg/D,CDC-10,Critical,userclk1,nvp_vclk1,False Path,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-10_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00425.json
CDC-ALL-00426,XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i/pclk_sel_reg/C,XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i/pclk_sel_reg/C,XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/gt_top_i/pipe_wrapper_i/pipe_clock_int.pipe_clock_i/pclk_i1_bufgctrl.pclk_i1/S1,CDC-13,Critical,clk_125mhz_mux_x0y0,clk_250mhz_x0y0,False Path,UNCHANGED_PHYSICAL_SOURCE,EXISTING_REPORT_DISPOSITION,EXISTING_PHYSICAL_DISPOSITION_PRESERVED_NO_NORMALIZATION,EXISTING_REPORT_CLOCK_AND_EXCEPTION_CONTRACT,UNCHANGED_CDC-13_REPORT_DISPOSITION,BYTE_IDENTICAL,PASS,cdc/profile-cdc-byte-identical-row-evidence/CDC-ALL-00426.json
