RequestIndex,RequestedBytes,ResultBytes,Result2,CompletionSequence,CompletionMonotonicNs,Classification
1290,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1291,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1292,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1293,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1294,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1295,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1296,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1297,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1298,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1299,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1300,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1301,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1302,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1303,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1304,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1305,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1306,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1307,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1308,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1309,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1310,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1311,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1312,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1313,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1314,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1315,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1316,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1317,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1318,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1319,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1320,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1321,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1322,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1323,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1324,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1325,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1326,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1327,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1328,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1329,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1330,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1331,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1332,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1333,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1334,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1335,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1336,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1337,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1338,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1339,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1340,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1341,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1342,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1343,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1344,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1345,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1346,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1347,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1348,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1349,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1350,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1351,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1352,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1353,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1354,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1355,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1356,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1357,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1358,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1359,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1360,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1361,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1362,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1363,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1364,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1365,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1366,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1367,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1368,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1369,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1370,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1371,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1372,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1373,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1374,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1375,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1376,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1377,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1378,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1379,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1380,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1381,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1382,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1383,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1384,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1385,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1386,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1387,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1388,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1389,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1390,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1391,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1392,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1393,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1394,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1395,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1396,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1397,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1398,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1399,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1400,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1401,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1402,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1403,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1404,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1405,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1406,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1407,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1408,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1409,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1410,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1411,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1412,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1413,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1414,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1415,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1416,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1417,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1418,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1419,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1420,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1421,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1422,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1423,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1424,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1425,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1426,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1427,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1428,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1429,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1430,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1431,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1432,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1433,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1434,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1435,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1436,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1437,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1438,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1439,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1440,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1441,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1442,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1443,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1444,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1445,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1446,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1447,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1448,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1449,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1450,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1451,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1452,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1453,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1454,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1455,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1456,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1457,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1458,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1459,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1460,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1461,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1462,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1463,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
