ScenarioIndex,OperationIndex,OperationID,FailureType,CommittedRegisterCount,UnresolvedCommittedRegisterCount,RecoveryPath,TerminalState,ClassificationReason
844,121,MODE1_0121_AHD1080P25_WRITE,READBACK_MISMATCH,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
845,121,MODE1_0121_AHD1080P25_WRITE,RESET_BETWEEN_OPERATIONS,91,86,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
846,121,MODE1_0121_AHD1080P25_WRITE,HOST_ABORT,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
847,121,MODE1_0121_AHD1080P25_WRITE,MMIO_RESET,91,86,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
848,122,MODE1_0122_AHD1080P25_BANK_SELECT,FAILURE_BEFORE_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
849,122,MODE1_0122_AHD1080P25_BANK_SELECT,NACK_DURING_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
850,122,MODE1_0122_AHD1080P25_BANK_SELECT,TIMEOUT_DURING_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
851,122,MODE1_0122_AHD1080P25_BANK_SELECT,READBACK_MISMATCH,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
852,122,MODE1_0122_AHD1080P25_BANK_SELECT,RESET_BETWEEN_OPERATIONS,91,86,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
853,122,MODE1_0122_AHD1080P25_BANK_SELECT,HOST_ABORT,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
854,122,MODE1_0122_AHD1080P25_BANK_SELECT,MMIO_RESET,91,86,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
855,123,MODE1_0123_AHD1080P25_WRITE,FAILURE_BEFORE_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
856,123,MODE1_0123_AHD1080P25_WRITE,NACK_DURING_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
857,123,MODE1_0123_AHD1080P25_WRITE,TIMEOUT_DURING_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
858,123,MODE1_0123_AHD1080P25_WRITE,READBACK_MISMATCH,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
859,123,MODE1_0123_AHD1080P25_WRITE,RESET_BETWEEN_OPERATIONS,91,86,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
860,123,MODE1_0123_AHD1080P25_WRITE,HOST_ABORT,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
861,123,MODE1_0123_AHD1080P25_WRITE,MMIO_RESET,91,86,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
862,124,MODE1_0124_AHD1080P25_WRITE,FAILURE_BEFORE_WRITE,91,86,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
863,124,MODE1_0124_AHD1080P25_WRITE,NACK_DURING_WRITE,92,87,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x08;0x00:0x0C;0x00:0x10;0x00:0x14;0x00:0x18;0x00:0x21;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x3C;0x00:0x40;0x00:0x44;0x00:0x48;0x00:0x4C;0x00:0x50;0x00:0x58;0x00:0x64;0x00:0x93;0x00:0xA4;0x01:0xED;0x02:0x02;0x02:0x28;0x02:0x29;0x02:0x2A;0x02:0x2B;0x02:0x2C;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x1B;0x05:0x20;0x05:0x23;0x05:0x26;0x05:0x27;0x05:0x29;0x05:0x2A;0x05:0x2B;0x05:0x47;0x05:0x50;0x05:0x57;0x05:0x58;0x05:0x59;0x05:0x5B;0x05:0x5F;0x05:0x69;0x05:0x6E;0x05:0x6F;0x05:0x76;0x05:0x90;0x05:0xB8;0x05:0xC8;0x05:0xD1;0x05:0xD4;0x09:0x40;0x09:0x44;0x09:0x64;0x09:0x6A;0x09:0x6B;0x09:0x6C;0x09:0x80;0x09:0x81;0x09:0x97;0x0A:0x60;0x0A:0x61;0x0A:0x62;0x0A:0x63;0x0A:0x64;0x0A:0x65;0x0A:0x66;0x0A:0x67;0x0A:0x68;0x0A:0x69;0x0A:0x6A;0x0A:0x6B;0x0A:0x6C;0x0A:0x6D;0x0A:0x6E;0x0A:0x6F;0x0A:0x70;0x0A:0x71;0x0A:0x72;0x0A:0x74;0x11:0x00
