OperationIndex,OperationID,SourceSemanticFunction,Bank,Register,OperationType,Value,Mask,PreservedBits,Condition,DelayBefore,DelayAfter,RequiredInitialState,ExpectedReadback,ReadbackMask,RecoveryClass,RecoveryAction,EvidenceAuthority,Confidence,IncludedInMinimumMode1,ExclusionReason
83,MODE1_0083_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0x90,WRITE_FULL,0x01,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x01,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
84,MODE1_0084_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0x2B,WRITE_FULL,0xA8,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0xA8,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
85,MODE1_0085_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0xD1,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
86,MODE1_0086_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0xD4,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
87,MODE1_0087_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0xB8,WRITE_FULL,0xB9,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0xB9,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
88,MODE1_0088_FHD_COMMON_BANK_SELECT,nvp6134_setchn_common_fhd,0x05,0xFF,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
89,MODE1_0089_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x00,0x64,WRITE_FULL,0x80,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x80,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
90,MODE1_0090_FHD_COMMON_BANK_SELECT,nvp6134_setchn_common_fhd,0x00,0xFF,WRITE_FULL,0x05,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x05,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
91,MODE1_0091_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0x6E,WRITE_FULL,0x10,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x10,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
92,MODE1_0092_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x05,0x6F,WRITE_FULL,0x2A,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x2A,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
93,MODE1_0093_FHD_COMMON_BANK_SELECT,nvp6134_setchn_common_fhd,0x05,0xFF,WRITE_FULL,0x01,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x01,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
94,MODE1_0094_FHD_COMMON_READ_FOR_RMW,nvp6134_setchn_common_fhd,0x01,0xED,VERIFY_READ,CAPTURE_RUNTIME_BYTE,0xFF,N/A,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,ANY_STABLE_RUNTIME_BYTE,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION_UNTIL_SAFE_READ_AUTHORITY_OR_PRODUCT_RECONSTRUCTION_EXISTS,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
95,MODE1_0095_FHD_COMMON_RMW_CLEAR_CHANNEL_BIT,nvp6134_setchn_common_fhd,0x01,0xED,READ_MODIFY_WRITE,0x00,0x01,0xFE,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,TARGET_BIT_0; NON_TARGET_BITS_PRESERVED,0x01,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
96,MODE1_0096_FHD_COMMON_BANK_SELECT,nvp6134_setchn_common_fhd,0x01,0xFF,WRITE_FULL,0x02,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x02,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
97,MODE1_0097_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x02,0x02,WRITE_FULL,0x23,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x23,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
98,MODE1_0098_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x02,0x28,WRITE_FULL,0x10,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x10,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
99,MODE1_0099_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x02,0x29,WRITE_FULL,0x78,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x78,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
100,MODE1_0100_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x02,0x2A,WRITE_FULL,0x2D,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x2D,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
101,MODE1_0101_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x02,0x2B,WRITE_FULL,0x06,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x06,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
102,MODE1_0102_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x02,0x2C,WRITE_FULL,0x72,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x72,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
103,MODE1_0103_FHD_COMMON_BANK_SELECT,nvp6134_setchn_common_fhd,0x02,0xFF,WRITE_FULL,0x09,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x09,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
104,MODE1_0104_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x09,0x40,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
105,MODE1_0105_FHD_COMMON_READ_FOR_RMW,nvp6134_setchn_common_fhd,0x09,0x44,VERIFY_READ,CAPTURE_RUNTIME_BYTE,0xFF,N/A,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,ANY_STABLE_RUNTIME_BYTE,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION_UNTIL_SAFE_READ_AUTHORITY_OR_PRODUCT_RECONSTRUCTION_EXISTS,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
106,MODE1_0106_FHD_COMMON_RMW_CLEAR_CHANNEL_BIT,nvp6134_setchn_common_fhd,0x09,0x44,READ_MODIFY_WRITE,0x00,0x01,0xFE,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,TARGET_BIT_0; NON_TARGET_BITS_PRESERVED,0x01,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
107,MODE1_0107_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x09,0x97,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
108,MODE1_0108_FHD_COMMON_BANK_SELECT,nvp6134_setchn_common_fhd,0x09,0xFF,WRITE_FULL,0x11,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x11,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
109,MODE1_0109_FHD_COMMON_WRITE,nvp6134_setchn_common_fhd,0x11,0x00,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
110,MODE1_0110_AHD1080P25_BANK_SELECT,nvp6134_setchn_ahd_1080p2530,0x11,0xFF,WRITE_FULL,0x01,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x01,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
111,MODE1_0111_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x01,0x84,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_FULL_BYTE_THEN_VERIFY_0xFF,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
112,MODE1_0112_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x01,0x8C,WRITE_FULL,0x40,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x40,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_FULL_BYTE_THEN_VERIFY_0xFF,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
113,MODE1_0113_AHD1080P25_BANK_SELECT,nvp6134_setchn_ahd_1080p2530,0x01,0xFF,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
114,MODE1_0114_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x00,0x18,WRITE_FULL,0x30,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x30,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
115,MODE1_0115_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x00,0x08,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
116,MODE1_0116_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x00,0x40,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
117,MODE1_0117_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x00,0x81,WRITE_FULL,0x03,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x03,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_FULL_BYTE_THEN_VERIFY_0xFF,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
118,MODE1_0118_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x00,0x85,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_FULL_BYTE_THEN_VERIFY_0xFF,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
119,MODE1_0119_AHD1080P25_BANK_SELECT,nvp6134_setchn_ahd_1080p2530,0x00,0xFF,WRITE_FULL,0x05,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x05,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
120,MODE1_0120_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x05,0x47,WRITE_FULL,0x04,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x04,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
121,MODE1_0121_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x05,0x50,WRITE_FULL,0x84,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x84,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
122,MODE1_0122_AHD1080P25_BANK_SELECT,nvp6134_setchn_ahd_1080p2530,0x05,0xFF,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
123,MODE1_0123_AHD1080P25_WRITE,nvp6134_setchn_ahd_1080p2530,0x00,0x30,WRITE_FULL,0x10,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x10,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
