Offset,Register,Access,Reset_Value,Width,Field,Bits,Meaning,Valid_States,Error_Behavior
0x3F14,CURRENT_GLOBAL_SEQUENCE,RO,0x00000000,32,CURRENT_GLOBAL_SEQUENCE,31:0,snapshot current/last record global sequence32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F18,CURRENT_ATTEMPT_SEQUENCE,RO,0x00000000,32,CURRENT_ATTEMPT_SEQUENCE,31:0,snapshot current/last attempt32,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F1C,LAST_CYCLE_SEGMENT,RO,0x00000000,32,LAST_CYCLE_SEGMENT,31:0,low32 of snapshot last cycle segment; full segment in SEGMENT_ID64,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F20,INPUT_SAMPLE_AGE_MS_0,RO,0xFFFFFFFF,32,INPUT_SAMPLE_AGE_MS_0,31:0,snapshot saturated ms age; ffffffff never sampled,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F24,INPUT_SAMPLE_AGE_MS_1,RO,0xFFFFFFFF,32,INPUT_SAMPLE_AGE_MS_1,31:0,snapshot saturated ms age; ffffffff never sampled,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F28,INPUT_SAMPLE_AGE_MS_2,RO,0xFFFFFFFF,32,INPUT_SAMPLE_AGE_MS_2,31:0,snapshot saturated ms age; ffffffff never sampled,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F2C,INPUT_SAMPLE_AGE_MS_3,RO,0xFFFFFFFF,32,INPUT_SAMPLE_AGE_MS_3,31:0,snapshot saturated ms age; ffffffff never sampled,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F30,EVENT_HISTORY_OVERFLOW,RO,0x00000000,32,EVENT_HISTORY_OVERFLOW,31:0,sticky1 if run event metadata lost; fail host evidence validation,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F34,CYCLE_EVENT_SEQUENCE,RO,0x00000000,32,CYCLE_EVENT_SEQUENCE,31:0,u32 increments at each cycle start/end; host detects missed manifest events,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F38,FRAME_CLOSURE_STATUS,RO,0x00000000,32,FRAME_CLOSURE_STATUS,31:0,"snapshot bits0source_closed,1complete_output,2invalid; pertains CURRENT_FRAME; upper zero",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F3C,FIRST_ERROR_VALID,RO,0x00000000,32,FIRST_ERROR_VALID,31:0,snapshot first failure context is initialized,ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F40,CYCLE_EVENT_ACK,RW,0x00000000,32,CYCLE_EVENT_ACK,31:0,full-DWORD write of observed CYCLE_EVENT_SEQUENCE acknowledges latest summary; not configuration; reads last accepted ack; mismatch/partial write rejects with ILLEGAL_COMMAND,ALL,"Full DWORD and current CYCLE_EVENT_SEQUENCE required; otherwise ILLEGAL_COMMAND, no acknowledgement"
0x3F44,RESERVED_344,RO,0x00000000,32,RESERVED_344,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F48,RESERVED_348,RO,0x00000000,32,RESERVED_348,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F4C,RESERVED_34C,RO,0x00000000,32,RESERVED_34C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F50,RESERVED_350,RO,0x00000000,32,RESERVED_350,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F54,RESERVED_354,RO,0x00000000,32,RESERVED_354,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F58,RESERVED_358,RO,0x00000000,32,RESERVED_358,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F5C,RESERVED_35C,RO,0x00000000,32,RESERVED_35C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F60,RESERVED_360,RO,0x00000000,32,RESERVED_360,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F64,RESERVED_364,RO,0x00000000,32,RESERVED_364,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F68,RESERVED_368,RO,0x00000000,32,RESERVED_368,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F6C,RESERVED_36C,RO,0x00000000,32,RESERVED_36C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F70,RESERVED_370,RO,0x00000000,32,RESERVED_370,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F74,RESERVED_374,RO,0x00000000,32,RESERVED_374,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F78,RESERVED_378,RO,0x00000000,32,RESERVED_378,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F7C,RESERVED_37C,RO,0x00000000,32,RESERVED_37C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F80,RESERVED_380,RO,0x00000000,32,RESERVED_380,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F84,RESERVED_384,RO,0x00000000,32,RESERVED_384,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F88,RESERVED_388,RO,0x00000000,32,RESERVED_388,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F8C,RESERVED_38C,RO,0x00000000,32,RESERVED_38C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F90,RESERVED_390,RO,0x00000000,32,RESERVED_390,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F94,RESERVED_394,RO,0x00000000,32,RESERVED_394,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F98,RESERVED_398,RO,0x00000000,32,RESERVED_398,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3F9C,RESERVED_39C,RO,0x00000000,32,RESERVED_39C,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FA0,RESERVED_3A0,RO,0x00000000,32,RESERVED_3A0,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FA4,RESERVED_3A4,RO,0x00000000,32,RESERVED_3A4,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FA8,RESERVED_3A8,RO,0x00000000,32,RESERVED_3A8,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FAC,RESERVED_3AC,RO,0x00000000,32,RESERVED_3AC,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FB0,RESERVED_3B0,RO,0x00000000,32,RESERVED_3B0,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FB4,RESERVED_3B4,RO,0x00000000,32,RESERVED_3B4,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FB8,RESERVED_3B8,RO,0x00000000,32,RESERVED_3B8,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FBC,RESERVED_3BC,RO,0x00000000,32,RESERVED_3BC,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FC0,RESERVED_3C0,RO,0x00000000,32,RESERVED_3C0,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FC4,RESERVED_3C4,RO,0x00000000,32,RESERVED_3C4,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FC8,RESERVED_3C8,RO,0x00000000,32,RESERVED_3C8,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FCC,RESERVED_3CC,RO,0x00000000,32,RESERVED_3CC,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FD0,RESERVED_3D0,RO,0x00000000,32,RESERVED_3D0,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FD4,RESERVED_3D4,RO,0x00000000,32,RESERVED_3D4,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FD8,RESERVED_3D8,RO,0x00000000,32,RESERVED_3D8,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FDC,RESERVED_3DC,RO,0x00000000,32,RESERVED_3DC,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FE0,RESERVED_3E0,RO,0x00000000,32,RESERVED_3E0,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FE4,RESERVED_3E4,RO,0x00000000,32,RESERVED_3E4,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FE8,RESERVED_3E8,RO,0x00000000,32,RESERVED_3E8,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FEC,RESERVED_3EC,RO,0x00000000,32,RESERVED_3EC,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FF0,RESERVED_3F0,RO,0x00000000,32,RESERVED_3F0,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FF4,RESERVED_3F4,RO,0x00000000,32,RESERVED_3F4,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FF8,RESERVED_3F8,RO,0x00000000,32,RESERVED_3F8,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
0x3FFC,RESERVED_3FC,RO,0x00000000,32,RESERVED_3FC,31:0,"reserved; read0, writes ignored with ILLEGAL_COMMAND",ALL,No write side effect; ILLEGAL_COMMAND on RO/invalid/unaligned write
