"Profile","RowID","DestinationPin","DestinationCell","ExpectedDestinationClock","ResolvedDestinationClocks","ReportRepresentative","ReportRepresentativeCell","RepresentativeInStartpoints","PhysicalStartpointCount","FullConeCellCount","CrossClockStartpointCount","SameClockStartpointCount","StaticStartpointCount","DiagnosticHierarchyConeCellCount"
"product","CDC1-CHG-0164","G2B_ONECH_C2H/reset_epoch_axi_reg[27]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[27]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0165","G2B_ONECH_C2H/reset_epoch_axi_reg[28]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[28]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0166","G2B_ONECH_C2H/reset_epoch_axi_reg[29]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[29]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0167","G2B_ONECH_C2H/reset_epoch_axi_reg[2]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[2]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0168","G2B_ONECH_C2H/reset_epoch_axi_reg[30]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[30]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0169","G2B_ONECH_C2H/reset_epoch_axi_reg[31]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[31]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0170","G2B_ONECH_C2H/reset_epoch_axi_reg[3]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[3]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0171","G2B_ONECH_C2H/reset_epoch_axi_reg[4]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[4]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0172","G2B_ONECH_C2H/reset_epoch_axi_reg[5]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[5]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0173","G2B_ONECH_C2H/reset_epoch_axi_reg[6]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[6]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0174","G2B_ONECH_C2H/reset_epoch_axi_reg[7]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[7]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0175","G2B_ONECH_C2H/reset_epoch_axi_reg[8]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[8]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0176","G2B_ONECH_C2H/reset_epoch_axi_reg[9]/CE","G2B_ONECH_C2H/reset_epoch_axi_reg[9]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","15","21","4","11","0","0"
"product","CDC1-CHG-0177","G2B_ONECH_C2H/reset_events_axi_reg[0]/D","G2B_ONECH_C2H/reset_events_axi_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","36","50","4","32","0","0"
"product","CDC1-CHG-0178","G2B_ONECH_C2H/reset_events_axi_reg[10]/CE","G2B_ONECH_C2H/reset_events_axi_reg[10]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0179","G2B_ONECH_C2H/reset_events_axi_reg[11]/CE","G2B_ONECH_C2H/reset_events_axi_reg[11]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0180","G2B_ONECH_C2H/reset_events_axi_reg[12]/CE","G2B_ONECH_C2H/reset_events_axi_reg[12]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0181","G2B_ONECH_C2H/reset_events_axi_reg[13]/CE","G2B_ONECH_C2H/reset_events_axi_reg[13]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0182","G2B_ONECH_C2H/reset_events_axi_reg[14]/CE","G2B_ONECH_C2H/reset_events_axi_reg[14]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0183","G2B_ONECH_C2H/reset_events_axi_reg[15]/CE","G2B_ONECH_C2H/reset_events_axi_reg[15]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0184","G2B_ONECH_C2H/reset_events_axi_reg[16]/CE","G2B_ONECH_C2H/reset_events_axi_reg[16]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0185","G2B_ONECH_C2H/reset_events_axi_reg[17]/CE","G2B_ONECH_C2H/reset_events_axi_reg[17]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0186","G2B_ONECH_C2H/reset_events_axi_reg[18]/CE","G2B_ONECH_C2H/reset_events_axi_reg[18]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0187","G2B_ONECH_C2H/reset_events_axi_reg[19]/CE","G2B_ONECH_C2H/reset_events_axi_reg[19]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0188","G2B_ONECH_C2H/reset_events_axi_reg[1]/CE","G2B_ONECH_C2H/reset_events_axi_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0189","G2B_ONECH_C2H/reset_events_axi_reg[20]/CE","G2B_ONECH_C2H/reset_events_axi_reg[20]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0190","G2B_ONECH_C2H/reset_events_axi_reg[21]/CE","G2B_ONECH_C2H/reset_events_axi_reg[21]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0191","G2B_ONECH_C2H/reset_events_axi_reg[22]/CE","G2B_ONECH_C2H/reset_events_axi_reg[22]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0192","G2B_ONECH_C2H/reset_events_axi_reg[23]/CE","G2B_ONECH_C2H/reset_events_axi_reg[23]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0193","G2B_ONECH_C2H/reset_events_axi_reg[24]/CE","G2B_ONECH_C2H/reset_events_axi_reg[24]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0194","G2B_ONECH_C2H/reset_events_axi_reg[25]/CE","G2B_ONECH_C2H/reset_events_axi_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0195","G2B_ONECH_C2H/reset_events_axi_reg[26]/CE","G2B_ONECH_C2H/reset_events_axi_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0196","G2B_ONECH_C2H/reset_events_axi_reg[27]/CE","G2B_ONECH_C2H/reset_events_axi_reg[27]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0197","G2B_ONECH_C2H/reset_events_axi_reg[28]/CE","G2B_ONECH_C2H/reset_events_axi_reg[28]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0198","G2B_ONECH_C2H/reset_events_axi_reg[29]/CE","G2B_ONECH_C2H/reset_events_axi_reg[29]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0199","G2B_ONECH_C2H/reset_events_axi_reg[2]/CE","G2B_ONECH_C2H/reset_events_axi_reg[2]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0200","G2B_ONECH_C2H/reset_events_axi_reg[30]/CE","G2B_ONECH_C2H/reset_events_axi_reg[30]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0201","G2B_ONECH_C2H/reset_events_axi_reg[31]/CE","G2B_ONECH_C2H/reset_events_axi_reg[31]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0202","G2B_ONECH_C2H/reset_events_axi_reg[3]/CE","G2B_ONECH_C2H/reset_events_axi_reg[3]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0203","G2B_ONECH_C2H/reset_events_axi_reg[4]/CE","G2B_ONECH_C2H/reset_events_axi_reg[4]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0204","G2B_ONECH_C2H/reset_events_axi_reg[5]/CE","G2B_ONECH_C2H/reset_events_axi_reg[5]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0205","G2B_ONECH_C2H/reset_events_axi_reg[6]/CE","G2B_ONECH_C2H/reset_events_axi_reg[6]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0206","G2B_ONECH_C2H/reset_events_axi_reg[7]/CE","G2B_ONECH_C2H/reset_events_axi_reg[7]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0207","G2B_ONECH_C2H/reset_events_axi_reg[8]/CE","G2B_ONECH_C2H/reset_events_axi_reg[8]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0208","G2B_ONECH_C2H/reset_events_axi_reg[9]/CE","G2B_ONECH_C2H/reset_events_axi_reg[9]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","14","19","4","10","0","0"
"product","CDC1-CHG-0209","G2B_ONECH_C2H/shadow_last_channel_reg[0]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0210","G2B_ONECH_C2H/shadow_last_channel_reg[10]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[10]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0211","G2B_ONECH_C2H/shadow_last_channel_reg[11]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[11]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0212","G2B_ONECH_C2H/shadow_last_channel_reg[12]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[12]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0213","G2B_ONECH_C2H/shadow_last_channel_reg[13]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[13]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0214","G2B_ONECH_C2H/shadow_last_channel_reg[14]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[14]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0215","G2B_ONECH_C2H/shadow_last_channel_reg[15]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[15]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0216","G2B_ONECH_C2H/shadow_last_channel_reg[16]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[16]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0217","G2B_ONECH_C2H/shadow_last_channel_reg[17]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[17]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0218","G2B_ONECH_C2H/shadow_last_channel_reg[18]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[18]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0219","G2B_ONECH_C2H/shadow_last_channel_reg[19]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[19]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0220","G2B_ONECH_C2H/shadow_last_channel_reg[1]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[1]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0221","G2B_ONECH_C2H/shadow_last_channel_reg[20]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[20]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0222","G2B_ONECH_C2H/shadow_last_channel_reg[21]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[21]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0223","G2B_ONECH_C2H/shadow_last_channel_reg[22]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[22]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0224","G2B_ONECH_C2H/shadow_last_channel_reg[23]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[23]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0225","G2B_ONECH_C2H/shadow_last_channel_reg[24]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[24]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0226","G2B_ONECH_C2H/shadow_last_channel_reg[25]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[25]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0227","G2B_ONECH_C2H/shadow_last_channel_reg[26]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[26]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0228","G2B_ONECH_C2H/shadow_last_channel_reg[27]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[27]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0229","G2B_ONECH_C2H/shadow_last_channel_reg[28]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[28]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0230","G2B_ONECH_C2H/shadow_last_channel_reg[29]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[29]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0231","G2B_ONECH_C2H/shadow_last_channel_reg[2]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[2]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0232","G2B_ONECH_C2H/shadow_last_channel_reg[30]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[30]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0233","G2B_ONECH_C2H/shadow_last_channel_reg[31]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[31]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0234","G2B_ONECH_C2H/shadow_last_channel_reg[3]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[3]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0235","G2B_ONECH_C2H/shadow_last_channel_reg[4]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[4]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0236","G2B_ONECH_C2H/shadow_last_channel_reg[5]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[5]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0237","G2B_ONECH_C2H/shadow_last_channel_reg[6]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[6]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0238","G2B_ONECH_C2H/shadow_last_channel_reg[7]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[7]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0239","G2B_ONECH_C2H/shadow_last_channel_reg[8]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[8]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0240","G2B_ONECH_C2H/shadow_last_channel_reg[9]/CE","G2B_ONECH_C2H/shadow_last_channel_reg[9]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0241","G2B_ONECH_C2H/shadow_last_global_reg[0]/CE","G2B_ONECH_C2H/shadow_last_global_reg[0]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0242","G2B_ONECH_C2H/shadow_last_global_reg[10]/CE","G2B_ONECH_C2H/shadow_last_global_reg[10]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0243","G2B_ONECH_C2H/shadow_last_global_reg[11]/CE","G2B_ONECH_C2H/shadow_last_global_reg[11]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0244","G2B_ONECH_C2H/shadow_last_global_reg[12]/CE","G2B_ONECH_C2H/shadow_last_global_reg[12]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
"product","CDC1-CHG-0245","G2B_ONECH_C2H/shadow_last_global_reg[13]/CE","G2B_ONECH_C2H/shadow_last_global_reg[13]","userclk1","userclk1","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C","G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]","YES","178","255","4","174","0","0"
